ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
4931	Xipaya	SHARPEN_SOMETHING	mĩ	mĩ	m ĩ	- - - - - m ĩ - - - -	1975	14198	SHARPEN	afiar	
5259	Juruna	SHARPEN_SOMETHING	imí	imí	i m í	- - i - - m í - - - -	1975	14198	SHARPEN	afiar	
5633	Mundurukú	SHARPEN_SOMETHING	tə̃jbíbi / dawə̃́n	tə̃jbíbi	t ə̃ j b í b i	t ə̃ j b í b i	1976	14199	SHARPEN	afiar	
5956	Kuruaya	SHARPEN_SOMETHING	tãjbi	tãjbi	t ã j b i	t ã j b - - i	1976	14199	SHARPEN	afiar	
6973	Parakana	SHARPEN_SOMETHING	akʷaʔag	akʷaʔag	a kʷ a ʔ a g	a kʷ a ʔ - - a - g - -	1975	14198	SHARPEN	afiar2	
7231	Asurini_Tocantins	SHARPEN_SOMETHING	oime	oime	oi m e	- - oi - - m e - - - -	1975	14198	SHARPEN	afiar1	
7533	Surui_Aikewara	SHARPEN_SOMETHING	puʔan	puʔan	p u ʔ a n	p u ʔ a n	1979	14200	SHARPEN	afiar	
7825	Tapirape	SHARPEN_SOMETHING	ɨimehe	ɨimehe	ɨi m e h e	- - ɨi - - m e - h e -	1975	14198	SHARPEN	afiar1	
8140	Tembe	SHARPEN_SOMETHING	ajme	ajme	a j m e	- - a j - m e - - - -	1975	14198	SHARPEN	afiar1	
8473	Guajajara	SHARPEN_SOMETHING	hajme	hajme	h a j m e	- h a j - m e - - - -	1975	14198	SHARPEN	afiar1	
9081	Parintintin	SHARPEN_SOMETHING	aimeruŋ	aimeruŋ	ai m e r u ŋ	- - ai - - m e - r u ŋ	1975	14198	SHARPEN	afiar1	
9394	Amondawa	SHARPEN_SOMETHING	aimeruŋ	aimeruŋ	ai m e r u ŋ	- - ai - - m e - r u ŋ	1975	14198	SHARPEN	afiar1	
9716	Tenharim	SHARPEN_SOMETHING	aimeruŋ	aimeruŋ	ai m e r u ŋ	- - ai - - m e - r u ŋ	1975	14198	SHARPEN	afiar1	
10470	Kayabi	SHARPEN_SOMETHING	aime	aime	ai m e	- - ai - - m e - - - -	1975	14198	SHARPEN	afiar1	
10749	Arawete	SHARPEN_SOMETHING	meʔe	meʔe	m e ʔ e	- - - - - m e - ʔ e -	1975	14198	SHARPEN	afiar1	
11071	Guaja	SHARPEN_SOMETHING	amẽ	amẽ	a m ẽ	- - a - - m ẽ - - - -	1975	14198	SHARPEN	afiar1	
11516	Teko	SHARPEN_SOMETHING	aimbe	aimbe	ai m/b e	- ai - m/b - - e	1976	14199	SHARPEN	afiar1	
11913	Wayampi	SHARPEN_SOMETHING	ajme	ajme	a j m e	- - a j - m e - - - -	1975	14198	SHARPEN	afiar1	
12196	Zoe	SHARPEN_SOMETHING	ibe	ibe	i b e	- i - b - - e	1976	14199	SHARPEN	afiar1	
12488	Kaapor	SHARPEN_SOMETHING	ajme	ajme	a j m e	- - a j - m e - - - -	1975	14198	SHARPEN	afiar1	
13053	Kamajura	SHARPEN_SOMETHING	ajme	ajme	a j m e	- - a j - m e - - - -	1975	14198	SHARPEN	afiar1	
13326	Asurini_Xingu	SHARPEN_SOMETHING	aimẽʔe	aimẽʔe	ai m ẽ ʔ e	- - ai - - m ẽ - ʔ e -	1975	14198	SHARPEN	afiar1	
13551	Ava_Canoeiro	SHARPEN_SOMETHING	aime	aime	ai m e	- - ai - - m e - - - -	1975	14198	SHARPEN	afiar1	
13907	Tupinamba	SHARPEN_SOMETHING	aemee	aemee	ae m eː	- - ae - - m eː - - - -	1975	14198	SHARPEN	afiar1	
14262	Nheengatu	SHARPEN_SOMETHING	aime	aime	ai m e	- - ai - - m e - - - -	1975	14198	SHARPEN	afiar1	
14555	Tupí Austral	SHARPEN_SOMETHING	ajmbe	ajmbe	a j m/b e	- a j m/b - - e	1976	14199	SHARPEN	afiar1	
15091	Guarayo	SHARPEN_SOMETHING	ajme	ajme	a j m e	- - a j - m e - - - -	1975	14198	SHARPEN	afiar1	
15423	Siriono	SHARPEN_SOMETHING	erĩme	erĩme	e r ĩ m e	- - e r ĩ m e - - - -	1975	14198	SHARPEN	afiar1	
15683	Warazu	SHARPEN_SOMETHING	otso	otso	o ts o	- o ts o -	1977	14197	SHARPEN	afiar3	
15952	Chiriguano	SHARPEN_SOMETHING	haime	haime	h ai m e	- h ai - - m e - - - -	1975	14198	SHARPEN	afiar1	
16393	Mbya	SHARPEN_SOMETHING	aĩmeʔe	aĩmeʔe	a ĩ m e ʔ e	a - ĩ - - m e - ʔ e -	1975	14198	SHARPEN	afiar1	
16734	Guarani	SHARPEN_SOMETHING	haimeʔe	haimeʔe	h ai m e ʔ e	- h ai - - m e - ʔ e -	1975	14198	SHARPEN	afiar1	
17073	Old_Guarani	SHARPEN_SOMETHING	moapɨoβi	moapɨoβi	m oa p ɨo β i	m oa - p ɨo β i	1976	14199	SHARPEN	afiar4	
18090	Tapiete	SHARPEN_SOMETHING	haímbe	haímbe	h a í m/b e	h a í m/b - - e	1976	14199	SHARPEN	afiar1	
18572	Omagua	SHARPEN_SOMETHING	sajmika	sajmika	s a j m i k a	- s a - j m i - k a -	1975	14198	SHARPEN	afiar	
18841	Kokama	SHARPEN_SOMETHING	aimita	aimita	ai m i t a	- - ai - - m i - t a -	1975	14198	SHARPEN	afiar	
20205	Purubora	SHARPEN_SOMETHING	ʃɨka	ʃɨka	ʃ ɨ k a	ʃ ɨ k a	1977	14197	SHARPEN		
23535	Açuã Tupi	SHARPEN_SOMETHING	mə̃ɲə̃mə̃ɲə̃n	mə̃ɲə̃mə̃ɲə̃n	m ə̃ ɲ ə̃ m ə̃ ɲ ə̃ n	m ə̃ ɲ ə̃ m ə̃ ɲ ə̃ n	1975	14198	SHARPEN		
24098	Aweti	SHARPEN_SOMETHING	ãjpeka	ãjpeka	ã j p e + k a	ã j p e + k a	1975	14198 1343	SHARP TRANSITIVIZER		
24915	LGA XVIII	SHARPEN_SOMETHING	mosajmbe	mosajmbe	m o + s a j m/b e	m o + s a j m/b e	1975	522 14198	CAUSATIVE SHARPEN		
26712	Mundurukú	SHARPEN_SOMETHING	tə̃jbíbi / dawə̃́n	dawə̃́n	d a w ə̃́ n	d a w ə̃́ n	5612	4173	SHARPEN		
266	Karo	BARK_OR_SHELL	aʔtsaʔpe	aʔtsaʔpe	a ʔ + ts a ʔ p e	a ʔ + ts a ʔ p e	1985	14256 14252	_shell SHELL	cascapele	
552	Purubora	BARK_OR_SHELL	tabe / boba	tabe	t a b e	t a - b e	1985	14252	SHELL	cascapele1	
553	Purubora	BARK_OR_SHELL	tabe / boba	boba	b o b a	b o - b a	1985	14252	SHELL	cascapele1	
1067	Makurap	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	BARK	cascapele1	
1391	Wayoro	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	SHELL	cascapele1	
1392	Wayoro	BARK_OR_SHELL	ɨjãbe	ɨjãbe	ɨ j ã b e	- ɨ j ã b e	1981	14241	SHELL	concha1	
1760	Tupari	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	SHELL	cascapele1	
1761	Tupari	BARK_OR_SHELL	ɨjã	ɨjã	ɨ j ã	- ɨ j - - ã	1981	14241	SHELL	concha1	
2142	Akuntsu	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	11113	SKIN	cascapele1	
2143	Akuntsu	BARK_OR_SHELL	pitape	pitape	p i t a p e	p i t a p e	1980	14240	SHELL	concha	
2478	Mekens	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	SHELL	cascapele1	
3000	Gavião	BARK_OR_SHELL	tsabee	tsabee	ts a b eː	ts a - b eː	1985	14252	SHELL	cascapele1	
3315	Monde	BARK_OR_SHELL	kwinaá	kwinaá	kʷ i n aá	kʷ i n aá	1983	14243	SHELL	concha	
3540	Arua	BARK_OR_SHELL	tsabe	tsabe	ts a b e	ts a - b e	1985	14252	SHELL	cascapele1	
3840	Zoro	BARK_OR_SHELL	sabee	sabee	s a b eː	s a - b eː	1985	14252	SHELL	cascapele1	
4136	Surui-Paiter	BARK_OR_SHELL	serek	serek	s e r e k	- - s e r - e k -	1986	14253	SHELL	cascapele	
4420	Karitiana	BARK_OR_SHELL	pɨkɨp / gro	pɨkɨp	p ɨ k ɨ p	p ɨ k ɨ p	1987	14254	SHELL	cascapele	
4633	Arikem	BARK_OR_SHELL	ɨba pa	ɨba pa	ɨ b a + p a	- ɨ - b a + - - p a -	1985	14252 14254	SHELL _shell	cascapele	
4932	Xipaya	BARK_OR_SHELL	sa	sa	s a	s a	1988	14258	SHELL	cascapele	
5260	Juruna	BARK_OR_SHELL	abe	abe	a b e	- a - b e	1985	14252	SHELL	cascapele1	
5634	Mundurukú	BARK_OR_SHELL	ʃee	ʃee	ʃ eː	ʃ eː	1988	14258	SHELL	cascapele	
5957	Kuruaya	BARK_OR_SHELL	jakie	jakie	j a + k ie	j a + - - k ie -	1987	14257 14254	_shell SHELL	cascapele	
6307	Mawe	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	SHELL	cascapele1	
6620	Aweti	BARK_OR_SHELL	pe / mijõ	pe	p e	p e - - -	1985	14252	SKIN	cascapele1	
6621	Aweti	BARK_OR_SHELL	pe / mijõ	mijõ	m i j õ	m i j - - õ	1981	14241	SHELL	concha	
6974	Parakana	BARK_OR_SHELL	pirer	pirer	p i r e r	- - p i r - e r -	1986	14253	SHELL	cascapele2	
7232	Asurini_Tocantins	BARK_OR_SHELL	pirer	pirer	p i r e r	- - p i r - e r -	1986	14253	SHELL	cascapele	
7534	Surui_Aikewara	BARK_OR_SHELL	pira / itokuʔo	pira	p i r a	- - p i r - a - -	1986	14253	SHELL	cascapele	
7535	Surui_Aikewara	BARK_OR_SHELL	pira / itokuʔo	itokuʔo	i t o k u ʔ o	i t o k u ʔ o	1984	14244	SHELL	concha	
7826	Tapirape	BARK_OR_SHELL	ɨpe	ɨpe	ɨ p e	- ɨ - p e	1985	14252	SHELL	cascapele	
8141	Tembe	BARK_OR_SHELL	pe	pe	p e	p e - - -	1985	14252	SHELL	cascapele1	
8474	Guajajara	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	SKIN	cascapele1	
8748	Apiaka	BARK_OR_SHELL	pe	pe	p e	p e - - -	1985	14252	SKIN	cascapele	
9082	Parintintin	BARK_OR_SHELL	pe	pe	p e	p e - - -	1985	14252	SHELL	cascapele1	
9717	Tenharim	BARK_OR_SHELL	pe	pe	p e	p e - - -	1985	14252	SHELL	cascapele1	
10131	Urueuwauwau	BARK_OR_SHELL	pe	pe	p e	p e - - -	1985	14252	SHELL	cascapele1	
10471	Kayabi	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	SKIN	cascapele1	
10750	Arawete	BARK_OR_SHELL	pɨde	pɨde	p ɨ d e	- - p ɨ d - e - -	1986	14253	SHELL	cascapele1	
11072	Guaja	BARK_OR_SHELL	jakakʷa	jakakʷa	j a k a kʷ a	j a k a kʷ a	1989	14255	SHELL	cascapele5	
11517	Teko	BARK_OR_SHELL	wirer	wirer	w i r e r	- - w i r - e r -	1986	14253	SHELL	cascapele2	
11518	Teko	BARK_OR_SHELL	uruwa	uruwa	u r u w a	u r u w a	1982	14242	SHELL	concha	
11914	Wayampi	BARK_OR_SHELL	pile	pile	p i l e	- - p i l - e - -	1986	14253	SHELL	cascapele2	
12197	Zoe	BARK_OR_SHELL	piret	piret	p i r e t	- - p i r - e t -	1986	14253	SHELL	cascapele2	
12489	Kaapor	BARK_OR_SHELL	pirer	pirer	p i r e r	- - p i r - e r -	1986	14253	SHELL	cascapele2	
13054	Kamajura	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	SKIN	cascapele1	
13327	Asurini_Xingu	BARK_OR_SHELL	ʔapepera	ʔapepera	ʔ a p e p e r a	ʔ a p e p - e r a	1986	14253	SHELL	cascapele2	
13552	Ava_Canoeiro	BARK_OR_SHELL	pirik	pirik	p i r i k	- - p i r - i k -	1986	14253	SHELL	cascapele2	
13908	Tupinamba	BARK_OR_SHELL	piɾ	piɾ	p i ɾ	p i ɾ	1986	2116	SKIN	cascapele2	
13909	Tupinamba	BARK_OR_SHELL	itã	itã	i t ã	- i t - - ã	1980	14240	SHELL	concha1	
14263	Nheengatu	BARK_OR_SHELL	pirera	pirera	p i r e r a	- - p i r - e r a	1986	14253	SHELL	cascapele2	
14805	Yuki	BARK_OR_SHELL	ekʷe	ekʷe	e kʷ e	- e kʷ e -	1987	14254	SHELL	cascapele5	
15092	Guarayo	BARK_OR_SHELL	pirer	pirer	p i r e r	- - p i r - e r -	1986	14253	SHELL	cascapele2	
15424	Siriono	BARK_OR_SHELL	eke	eke	e k e	- e k e -	1987	14254	SHELL	cascapele5	
15425	Siriono	BARK_OR_SHELL	jɨtã	jɨtã	j ɨ t ã	j ɨ t - - ã	1980	14240	SHELL	concha1	
15684	Warazu	BARK_OR_SHELL	pekʷe	pekʷe	p e kʷ e	p e kʷ e -	1987	14254	SHELL	cascapele5	
15953	Chiriguano	BARK_OR_SHELL	pire	pire	p i r e	- - p i r - e - -	1986	14253	SHELL	cascapele2	
16394	Mbya	BARK_OR_SHELL	pekue	pekue	p e k ue	p e k ue -	1987	14254	SHELL	cascapele5	
16735	Guarani	BARK_OR_SHELL	ape	ape	a p e	- a - p e	1985	14252	SKIN	cascapele1	
17074	Old_Guarani	BARK_OR_SHELL	pekʷe	pekʷe	p e kʷ e	p e kʷ e -	1987	14254	SHELL	cascapele5	
17075	Old_Guarani	BARK_OR_SHELL	ɨtã	ɨtã	ɨ t ã	- ɨ t - - ã	1980	14240	SHELL	concha	
17331	Ache	BARK_OR_SHELL	dʒape / duwi	dʒape	dʒ a p e	dʒ a - p e	1985	14252	SHELL	cascapele1	
17332	Ache	BARK_OR_SHELL	dʒape / duwi	duwi	d u w i	d u - w i	1985	14252	SHELL	cascapele1	
17558	Xeta	BARK_OR_SHELL	pegwi	pegwi	p e gʷ i	p e gʷ i -	1987	14254	SHELL	cascapele	
17792	Kaiowa	BARK_OR_SHELL	pire	pire	p i r e	- - p i r - e - -	1986	14253	SHELL	cascapele2	
18269	Ñandeva	BARK_OR_SHELL	pirekʷe	pirekʷe	p i r e kʷ e	- - p i r - e kʷ e	1986	14253	SHELL	cascapele	
18573	Omagua	BARK_OR_SHELL	piruara	piruara	p i r ua r a	- - p i r - ua r a	1986	14253	SHELL	cascapele2	
18574	Omagua	BARK_OR_SHELL	pawa	pawa	p a w a	- p a w a	1982	14242	SHELL	concha	
18842	Kokama	BARK_OR_SHELL	pirwara	pirwara	p i r w a r a	- - p i r w a r a	1986	14253	SHELL	cascapele2	
19059	Gavião	BARK_OR_SHELL	bixabih	bixabih	b i x a b i	b i x a b i	331	14240	SHELL		
19060	Karitiana	BARK_OR_SHELL	pɨkɨp / gro	gro	g r o	g r o	350	784	SHELL		
19139	Guarani	BARK_OR_SHELL	apekwe	apekwe	a p e kʷ e	a p e kʷ e	1985	14252	SKIN		
19140	Guarani	BARK_OR_SHELL	piré	piré	p i r é	p i r é	1986	14253	SHELL		
20014	Wayampi	BARK_OR_SHELL	ɨsĩ	ɨsĩ	ɨ s ĩ	ɨ s ĩ	1980	14240	SHELL		
20402	Kepkiriwat	BARK_OR_SHELL	ape	ape	a p e	a p e	1985	14252	SKIN		
20464	Makurap	BARK_OR_SHELL	ŋaɲape	ŋaɲape	ŋ a ɲ a p e	ŋ a ɲ a p e	3016	785	SHELL		
23606	Açuã Tupi	BARK_OR_SHELL	bid	bid	b i d	b i d	1986	2116	SKIN		
267	Karo	SHORT	piʔtʃap	piʔtʃap	p i ʔ tʃ a p	- p i ʔ tʃ a p	1995	14316	SHORT	curto	
1068	Makurap	SHORT	ndoi	ndoi	n/d oi	- - - n/d - - - - - oi	1992	14314	SHORT	curto	
1762	Tupari	SHORT	taanom	taanom	t aː n o m	t aː n o m	1999	14320	SHORT	curto	
2144	Akuntsu	SHORT	pia	pia	p ia	- - p ia - -	1993	14313	SHORT	curto	
2666	Cinta-Larga	SHORT	kep	kep	k e p	- - k e p	1994	14315	SHORT	curto8	
3001	Gavião	SHORT	kúp	kúp	k ú p	- - k ú p	1994	14315	SHORT	curto8	
3316	Monde	SHORT	ʃĩin	ʃĩin	ʃ ĩi n	ʃ ĩi n	1997	14837	SMALL	curto	
4933	Xipaya	SHORT	jaturĩ	jaturĩ	j a t u r ĩ	- j a t u - r - - ĩ	1992	14314	SHORT	curto1	
5261	Juruna	SHORT	idúrĩ	idúrĩ	i d ú r ĩ	- - i d ú - r - - ĩ	1992	14314	SHORT	curto1	
5635	Mundurukú	SHORT	apĩ́n	apĩ́n	a p ĩ́ n	- a p ĩ́ n -	1993	14313	SHORT	curto	
5958	Kuruaya	SHORT	ʔipie	ʔipie	ʔ i p ie	ʔ i p ie - -	1993	14313	SHORT	curto	
6308	Mawe	SHORT	ɨtʔiwopʔi	ɨtʔiwopʔi	ɨ t ʔ i w o p ʔ i	ɨ t ʔ i w o p ʔ i	1998	14319	SHORT	curto	
6975	Parakana	SHORT	apoʔa	apoʔa	a p o ʔ a	a p o ʔ - a -	1995	14316	SHORT	curto	
7536	Surui_Aikewara	SHORT	atuɾuʔe	atuɾuʔe	a t u ɾ u ʔ e	- - a t u - ɾ u ʔ e	1992	14314	SHORT	curto	
9083	Parintintin	SHORT	ɨwɨiwe	ɨwɨiwe	ɨ w ɨi w e	ɨ w ɨi w e	1996	14317	SHORT	curto2	
9395	Amondawa	SHORT	jatɨriʔi	jatɨriʔi	j a t ɨ r i ʔ i	- j a t ɨ - r i ʔ i	1992	14314	SHORT	curto1	
9718	Tenharim	SHORT	ɨwɨiwe / jatɨriʔi	ɨwɨiwe	ɨ w ɨi w e	ɨ w ɨi w e	1996	14317	SHORT	curto21	
9719	Tenharim	SHORT	ɨwɨiwe / jatɨriʔi	jatɨriʔi	j a t ɨ r i ʔ i	- j a t ɨ - r i ʔ i	1992	14314	SHORT	curto21	
10132	Urueuwauwau	SHORT	ɨwɨiwe / jatuʔri	ɨwɨiwe	ɨ w ɨi w e	ɨ w ɨi w e	1996	14317	SHORT	curto21	
10133	Urueuwauwau	SHORT	ɨwɨiwe / jatuʔri	jatuʔri	j a t u ʔ r i	- j a t u ʔ r - - i	1992	14314	SHORT	curto21	
10472	Kayabi	SHORT	ɨwɨiwe	ɨwɨiwe	ɨ w ɨi w e	ɨ w ɨi w e	1996	14317	SHORT	curto2	
11519	Teko	SHORT	tukug	tukug	t u k u g	t u k u g	1994	14315	SHORT	curto	
11915	Wayampi	SHORT	atu	atu	a t u	- - a t - - - - - u	1992	14314	SHORT	curto	
12198	Zoe	SHORT	pua	pua	p ua	- - p ua - -	1993	14313	SHORT	curto	
12735	Anambe	SHORT	atuĩ	atuĩ	a t uĩ	- - a t - - - - - uĩ	1992	14314	SHORT	curto	
13910	Tupinamba	SHORT	akɨtaʔĩ / apwaʔĩ	akɨtaʔĩ	a k ɨ t a ʔ ĩ	a k ɨ t - - - a ʔ ĩ	1992	14314	SHORT	curto	
13911	Tupinamba	SHORT	akɨtaʔĩ / apwaʔĩ	apwaʔĩ	a pʷ a ʔ ĩ	a pʷ a ʔ - ĩ -	1995	14316	SHORT	curto	
15426	Siriono	SHORT	eaka / ejua	eaka	ea k a	- ea k a -	1994	14315	SHORT	curto	
15427	Siriono	SHORT	eaka / ejua	ejua	e j ua	e j ua	2000	14321	SHORT	curto	
16395	Mbya	SHORT	apuʔa	apuʔa	a p u ʔ a	a p u ʔ - a -	1995	14316	SHORT	curto	
16736	Guarani	SHORT	mbɨkɨ	mbɨkɨ	m/b ɨ k ɨ	- - m/b ɨ k ɨ	1993	14313	SHORT	curto	
17559	Xeta	SHORT	naker	naker	n a k e r	n a k e r	1994	14315	SHORT	curto	
18091	Tapiete	SHORT	ʃutu	ʃutu	ʃ u t u	- ʃ u t - - - - - u	1992	14314	SHORT	curto	
18575	Omagua	SHORT	jaturu	jaturu	j a t u r u	- j a t u - r - - u	1992	14314	SHORT	curto1	
18997	Karitiana	SHORT	okɨ̃n / tek	okɨ̃n	o k ɨ̃ n	o k ɨ̃ n	1997	14318	SHORT		
19301	Arikem	SHORT	teg napa	teg napa	t e g n a p a	t e g n a p a	1833	249	SHORT		
20003	Ache	SHORT	kɨtã	kɨtã	k ɨ t ã	k ɨ t ã	1992	14314	SHORT		
20608	Guaja	SHORT	japaʔa	japaʔa	j a p a ʔ a	j a p a ʔ a	1995	14316	SHORT		
20791	Aweti	SHORT	atɨk	atɨk	a t ɨ k	a t ɨ k	2899	666	SHORT		
20908	Wayoro	SHORT	kãmerom	kãmerom	k ã m e r o m	k ã m e r o m	2917	699	SHORT		
21229	Old_Guarani	SHORT	mɨtʃĩ	mɨtʃĩ	m ɨ tʃ ĩ	m ɨ tʃ ĩ	1993	14313	SHORT		
21230	Old_Guarani	SHORT	karapĩ	karapĩ	k a r a p ĩ	k a r a p ĩ	1993	14313	SHORT		
21809	Guarayo	SHORT	apuʔa	apuʔa	a p u ʔ a	a p u ʔ a	1995	14316	SHORT		
22513	Surui-Paiter	SHORT	kawã	kawã	k a w ã	k a w ã	1994	14315	SHORT		
23312	Mekens	SHORT	piatsin	piatsin	p i a + ts i n	p i a  + ts i n	1993	14313 14837	SHORT SMALL		
23574	Açuã Tupi	SHORT	dipukuj	dipukuj	d i + p u k u + j	d i + p u k u + j	4683	3127 10167 3129	NEGATIVE LONG NEGATIVE		
23845	Yuki	SHORT	iagua	iagua	ia g ua	ia g ua	1994	14315	SHORT		
23894	Warazu	SHORT	punəi	punəi	p u n əi	p u n əi	4776	3265	SHORT		
25127	LGA XVIII	SHORT	jatuka	jatuka	j a t u k a	j a t u k a	1992	14314	SHORT		
25128	Nheengatu	SHORT	jatuka	jatuka	j a t u k a	j a t u k a	1992	14314	SHORT		
25431	Chiriguano	SHORT	tʃutu	tʃutu	tʃ u t u	tʃ u t u	1992	14314	SHORT		
25651	Karitiana	SHORT	okɨ̃n / tek	tek	t e k	t e k	5315	3892	SHORT		
26007	Guajajara	SHORT	apew	apew	a p e w	a p e w	5631	4192	SHORT		
26008	Tembe	SHORT	apew	apew	a p e w	a p e w	5631	4192	SHORT		
268	Karo	SICK	wãk	wãk	w ã k	w ã - - k - - - -	3620	1828	SICK	doente	
554	Purubora	SICK	wowa	wowa	w o w a	w o - - w a - - -	2002	14351	SICK	doente	
1069	Makurap	SICK	tʃeptʃati	tʃeptʃati	tʃ e p + tʃ a t i	tʃ e p + tʃ a t i	2001	1822 14350	? SICK	doente	
1763	Tupari	SICK	awaka	awaka	a w a k a	- a w a k a - - -	3620	1828	SICK	doente	
2145	Akuntsu	SICK	atʃipimõ	atʃipimõ	a tʃ i + p i + m õ	a tʃ i + p i + m õ	2001	11979 9178 1830	SICK INSIDE POSTPOSITION	doente	
2479	Mekens	SICK	tseatsí punajntu	tseatsí punajntu	ts ea ts í + p u n a j n t u	ts ea - ts - - í - + p u n a j n - t u	2001	14350 1819	_sick SICK	doente	
3002	Gavião	SICK	tahtía	tahtía	t a t ía	t a t ía	2001	14350	SICK	doente	
3317	Monde	SICK	βatik	βatik	β a t i k	β a t i k - - - -	2001	14350	SICK	doente	
3541	Arua	SICK	atiká	atiká	a t i k á	a t i k á	2001	14350	SICK	doente	
4137	Surui-Paiter	SICK	adob	adob	a d o b	- a d - - o b - - -	3619	1827	SICK	doente	
5262	Juruna	SICK	kanemá ndea dʒu	kanemá ndea dʒu	k a n e m á + n/d ea + dʒ u	k a n e m á + - - n/d - - - - ea - - + dʒ u	2004	14354 14348 14355	_sick SICK _sick	doente	
5636	Mundurukú	SICK	wãtaʃipi	wãtaʃipi	w ã t a ʃ i + p i	w ã t a ʃ i + p i	3618	1826 11981	SICK PAIN	doente	
5959	Kuruaya	SICK	taki / tareg	taki	t a k i	t a - - k i - - -	2001	14350	SICK	doente	
5960	Kuruaya	SICK	taki / tareg	tareg	t a r e g	t a - - - r e g	3616	1823	SICK	doente	
6309	Mawe	SICK	ahu	ahu	a h u	- a h - - - - - u	2001	14350	SICK	doente2	
6622	Aweti	SICK	akupʔa	akupʔa	a k u p ʔ a	- a - - k u p ʔ a	2002	14351	SICK	doente1	
6976	Parakana	SICK	ahɨβaʔe	ahɨβaʔe	a h ɨ + β a ʔ e	a h ɨ + β a ʔ e	2001	14350 1820	SICK ?	doente2	
7233	Asurini_Tocantins	SICK	ahɨ	ahɨ	a h ɨ	- a h - - - - - ɨ	2001	14350	SICK	doente2	
7537	Surui_Aikewara	SICK	ahɨ	ahɨ	a h ɨ	- a h - - - - - ɨ	2001	14350	SICK	doente	
7827	Tapirape	SICK	mamaʔeãj	mamaʔeãj	m a m a ʔ eã j	m a m a ʔ eã j	2005	14352	SICK	doente	
8142	Tembe	SICK	ahɨ	ahɨ	a h ɨ	- a h - - - - - ɨ	2001	14350	SICK	doente2	
8475	Guajajara	SICK	maʔehɨ	maʔehɨ	m a ʔ e h ɨ	m a ʔ - - - e h ɨ	2001	14350	SICK	doente2	
9084	Parintintin	SICK	tetirũ	tetirũ	t e t i r ũ	t e - t i r ũ -	2003	14353	SICK	doente3	
9720	Tenharim	SICK	tetirũ	tetirũ	t e t i r ũ	t e - t i r ũ -	2003	14353	SICK	doente3	
10751	Arawete	SICK	hahi	hahi	h a h i	h a h - - - - - i	2001	14350	SICK	doente2	
11073	Guaja	SICK	ahɨ	ahɨ	a h ɨ	- a h - - - - - ɨ	2001	14350	SICK	doente2	
11520	Teko	SICK	baʔelaɨ	baʔelaɨ	b a ʔ e l aɨ	b a ʔ e - - - l aɨ	2001	14350	SICK	doente6	
11916	Wayampi	SICK	tekolã	tekolã	t e k o l ã	t e - k o l ã -	3617	1824	SICK	doente7	
12199	Zoe	SICK	ahɨ	ahɨ	a h ɨ	- a h - - - - - ɨ	2001	14350	SICK	doente2	
12490	Kaapor	SICK	ahɨ	ahɨ	a h ɨ	- a h - - - - - ɨ	2001	14350	SICK	doente2	
12736	Anambe	SICK	maʔarahɨpuhɨ̃meʔẽhã	maʔarahɨpuhɨ̃meʔẽhã	m a ʔ a r a h ɨ p u h ɨ̃ m e ʔ ẽ h ã	m a ʔ a r a h ɨ p u h ɨ̃ m e ʔ ẽ h ã	2006	14349	SICK	doente	
13055	Kamajura	SICK	akup	akup	a k u p	- a - - k u p - -	2002	14351	SICK	doente1	
13328	Asurini_Xingu	SICK	marin	marin	m a r i n	m a r i n - -	2005	14352	SICK	doente5	
13553	Ava_Canoeiro	SICK	maran	maran	m a r a n	m a r a n - -	2005	14352	SICK	doente5	
13912	Tupinamba	SICK	maɾaʔaɾ	maɾaʔaɾ	m a ɾ a ʔ a ɾ	m a ɾ a ʔ a ɾ	2005	14352	SICK	doente5	
14264	Nheengatu	SICK	sasi	sasi	s a s i	s a s - - - - - i	2001	14350	SICK	doente2	
14556	Tupí Austral	SICK	rasi	rasi	r a s i	r a s - - - - - i	2001	14350	SICK	doente2	
14806	Yuki	SICK	rasi	rasi	r a s i	r a s - - - - - i	2001	14350	SICK	doente2	
15093	Guarayo	SICK	atsɨ	atsɨ	a ts ɨ	- a ts - - - - - ɨ	2001	14350	SICK	doente2	
15428	Siriono	SICK	rasi	rasi	r a s i	r a s i	2001	14350	SICK	doente2	
15685	Warazu	SICK	mãrã	mãrã	m ã r ã	m ã r ã - - -	2005	14352	SICK	doente5	
15954	Chiriguano	SICK	asɨ	asɨ	a s ɨ	- a s - - - - - ɨ	2001	14350	SICK	doente2	
