ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	NOTE
7523	Surui-Aikewara	RUN	son	son	s o n	s o - - n -	1892	13591	RUN	correr1	
7815	Tapirapé	RUN	ɨj	ɨj	ɨ j	ɨ j - -	1892	13591	RUN	correr1	
8129	Tembe	RUN	zan	zan	z a n	z a - - n -	1892	13591	RUN	correr1	
8462	Guajajara	RUN	zan	zan	z a n	z a - - n -	1892	13591	RUN	correr1	
9070	Parintintin	RUN	ɲan	ɲan	ɲ a n	ɲ a - - n -	1892	13591	RUN	correr1	
9386	Amondawa	RUN	ɲan	ɲan	ɲ a n	ɲ a - - n -	1892	13591	RUN	correr1	
9707	Tenharim	RUN	ɲan	ɲan	ɲ a n	ɲ a - - n -	1892	13591	RUN	correr1	
10124	Urueuwauwau	RUN	ɲan	ɲan	ɲ a n	ɲ a - - n -	1892	13591	RUN	correr1	
10462	Kayabi	RUN	õjan	õjan	õ j a n	õ j a n	1892	13591	RUN	correr1	
10739	Araweté	RUN	jĩ	jĩ	j ĩ	- j ĩ -	1892	13591	RUN	correr1	
11065	Guajá	RUN	wɨhɨ	wɨhɨ	w ɨ h ɨ	w ɨ h ɨ	1894	13594	RUN	correr3	
11504	Teko	RUN			n a n	n a - - n -	1892	13591	RUN	correr1	
11901	Wayampi	RUN	ajã	ajã	a j ã	a j ã -	1892	13591	RUN	correr1	
12185	Zo'e	RUN			n a n	n a - - n -	1892	13591	RUN	correr1	
12477	Ka'apor	RUN	jan	jan	j a n	j a - - n -	1892	13591	RUN	correr1	
12729	Anambe	RUN	jɨ̃	jɨ̃	j ɨ̃	- j ɨ̃ -	1892	13591	RUN	correr1	
13043	Kamajura	RUN	jan	jan	j a n	j a - - n -	1892	13591	RUN	correr1	
13316	Asuriní Xingu	RUN	dʒĩn	dʒĩn	dʒ ĩ n	dʒ ĩ - - n -	1892	13591	RUN	correr1	
13544	Avá Canoeiro	RUN	wak	wak	w a k	w a k -	1896	13593	RUN	correr4	
13894	Tupinambá	RUN	ɲan	ɲan	ɲ a n	ɲ a - - n -	1892	13591	RUN	correr1	
14250	Nheengatu	RUN	jana	jana	j a n a	j a - - n a	1892	13591	RUN	correr1	
14796	Yuki	RUN	jã	jã	j ã	- j ã -	1892	13591	RUN	correr1	
15079	Guarayo	RUN	ɲã	ɲã	ɲ ã	ɲ ã - - - -	1892	13591	RUN	correr1	
15411	Siriono	RUN	tʃã	tʃã	tʃ ã	tʃ ã - -	1892	13591	RUN	correr1	
15674	Warazu	RUN	ðãnɨ	ðãnɨ	ð ã n ɨ	ð ã - - n ɨ	1892	13591	RUN	correr1	
15943	Chiriguano	RUN	si	si	s i	s i - - - -	1892	13591	RUN	correr1	
16381	Mbya	RUN	ɲa	ɲa	ɲ a	ɲ a - - - -	1892	13591	RUN	correr1	
16722	Guaraní	RUN	ɲani	ɲani	ɲ a n i	ɲ a - - n i	1892	13591	RUN	correr1	
17063	Old Guaraní	RUN	ajã	ajã	a j ã	a j ã -	1892	13591	RUN	correr1	
17323	Ache	RUN	mɨrɨrõ	mɨrɨrõ	m ɨ r ɨ r õ	m ɨ r ɨ r õ	1897	13595	RUN	correr5	
17783	Kaiowa	RUN	ripara	ripara	r i p a r a	r i p a r a	3576	1767	RUN	correr6	
18077	Tapiete	RUN	ɲani	ɲani	ɲ a n i	ɲ a - - n i	1892	13591	RUN	correr1	
18563	Omagua	RUN	japana	japana	j a p a n a	j a p a n a	1892	13591	RUN	correr	
18832	Kokama	RUN	japana	japana	j a p a n a	j a p a n a	1892	13591	RUN	correr	
24065	Xeta	RUN	moniá	moniá	m o n i á	m o n i á	4801	3293	RUN		
6296	Mawe	SALIVA	kʷituʔe	kʷituʔe	kʷ i t u ʔ e	- - kʷ i t u ʔ e -	3339	1428	SALIVA	saliva	
6961	Parakana	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
7225	Asuriní Tocantins	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
7524	Surui-Aikewara	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
7816	Tapirapé	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
8130	Tembe	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
8463	Guajajara	SALIVA	einɨ	einɨ	ei n + ɨ	- - ei n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
8741	Apiaka	SALIVA	andəa	andəa	a n/d + əa	- - a n/d - + - əa - -	1900	11053 11	_MOUTH LIQUID	saliva2	
9071	Parintintin	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
9387	Amondawa	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
9708	Tenharim	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
10463	Kayabi	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
10740	Araweté	SALIVA	edeni	edeni	e d e n + i	e d e n - + - i - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
11505	Teko	SALIVA	adɨkʷər	adɨkʷər	a d + ɨ + kʷ ə r	a d + ɨ + kʷ ə r	1900	11053 18593 1431	MOUTH LIQUID ?	saliva2	
11902	Wayampi	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
12186	Zo'e	SALIVA	edɨ	edɨ	e + d ɨ	- - e - - + d ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
12478	Ka'apor	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
13044	Kamajura	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
13317	Asuriní Xingu	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
13545	Avá Canoeiro	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
13895	Tupinambá	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
14251	Nheengatu	SALIVA	jukise	jukise	j u k i + s e	j u k i + s e	3342	13648 18593	SALIVA LIQUID	saliva	
15080	Guarayo	SALIVA	ndɨ / jaɨsɨ	ndɨ	n/d + ɨ	- - - n/d - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
15081	Guarayo	SALIVA	ndɨ / jaɨsɨ	jaɨsɨ	j aɨ + s ɨ	j aɨ + s ɨ	1904	13644 18593	SALIVA _liquid	saliva2	
15412	Siriono	SALIVA	eni	eni	e n + i	- - e n - + - i - -	1900	11053 18593	MOUTH LIQUID	saliva2	
15675	Warazu	SALIVA	eni	eni	e n + i	- - e n - + - i - -	1900	11053 18593	MOUTH LIQUID	saliva2	
15944	Chiriguano	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
16382	Mbya	SALIVA	enɨrɨ	enɨrɨ	e n + ɨ r ɨ	- - e n - + - ɨ r ɨ	1900	11053 18593	MOUTH LIQUID	saliva2	
16723	Guaraní	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
17064	Old Guaraní	SALIVA	enɨ	enɨ	e n + ɨ	- - e n - + - ɨ - -	1900	11053 18593	MOUTH LIQUID	saliva2	
17324	Ache	SALIVA	ãrɨ	ãrɨ	ã + r ɨ	- - ã - - + r ɨ - -	1900	13646 18593	_MOUTH LIQUID	saliva2	
17784	Kaiowa	SALIVA	endɨ	endɨ	e n/d + ɨ	- - e n/d - + - ɨ - -	1900	11053 18593	_MOUTH LIQUID	saliva2	
18078	Tapiete	SALIVA	ɨndajɨ	ɨndajɨ	ɨ n/d a + j ɨ	ɨ n/d a + j ɨ	1900	11053 18593	MOUTH LIQUID	saliva2	
18833	Kokama	SALIVA	jurutɨa	jurutɨa	j u r u + t ɨa	j u r u + t ɨa - -	1902	1427 18593	MOUTH LIQUID	saliva5	
22975	Guajá	SALIVA	nɨ̃nɨ̃kera	nɨ̃nɨ̃kera	n ɨ̃ n ɨ̃ + k e r a	n ɨ̃ n ɨ̃ + k e r a	1900	2771 2772	SALIVA ?		
25921	Xeta	SALIVA	enɨ	enɨ	e n + ɨ	e n + ɨ	1900	11053 18593	MOUTH LIQUID		
6298	Mawe	SAND	ɨikɨt	ɨikɨt	ɨi k ɨ t	- - - ɨi k - ɨ - - t - - -	1913	13746	SAND	areia	
6963	Parakana	SAND	ɨtʃig	ɨtʃig	ɨ tʃ i g	- - - ɨ tʃ - i g - - - - -	1913	13746	SAND	areia1	
7227	Asuriní Tocantins	SAND	ʔɨtʃ	ʔɨtʃ	ʔ ɨ tʃ	- ʔ - ɨ tʃ - - - - - - - -	1913	13746	SAND	areia1	
7526	Surui-Aikewara	SAND	ɨwɨtiŋa	ɨwɨtiŋa	ɨ w ɨ t i ŋ a	ɨ w - ɨ t - i ŋ - - a - -	1913	13746	SAND	areia	
8132	Tembe	SAND	iwɨtzĩŋ	iwɨtzĩŋ	i w ɨ t z ĩ ŋ	i w - ɨ t z ĩ ŋ - - - - -	1913	13746	SAND	areia1	
8465	Guajajara	SAND	ɨwatʃig	ɨwatʃig	ɨ w a tʃ i g	ɨ w - a tʃ - i g - - - - -	1913	13746	SAND	areia1	
8743	Apiaka	SAND	ɨisin	ɨisin	ɨ i s i n	ɨ i s i n	1913	13746	SAND	areia1	
9073	Parintintin	SAND	ɨβɨtĩŋã	ɨβɨtĩŋã	ɨ β ɨ t ĩ ŋ ã	ɨ β - ɨ t - ĩ ŋ - - ã - -	1913	13746	SAND	areia1	
9389	Amondawa	SAND	ɨtʃĩŋã	ɨtʃĩŋã	ɨ tʃ ĩ ŋ ã	- - - ɨ tʃ - ĩ ŋ - - ã - -	1913	13746	SAND	areia1	
9710	Tenharim	SAND	ɨtĩŋã	ɨtĩŋã	ɨ t ĩ ŋ ã	- - - ɨ t - ĩ ŋ - - ã - -	1913	13746	SAND	areia1	
10125	Urueuwauwau	SAND	ɨβɨtĩŋã	ɨβɨtĩŋã	ɨ β ɨ t ĩ ŋ ã	ɨ β - ɨ t - ĩ ŋ - - ã - -	1913	13746	SAND	areia1	
10464	Kayabi	SAND	jisiŋ	jisiŋ	j i s i ŋ	- j - i s - i ŋ - - - - -	1913	13746	SAND	areia1	
10741	Araweté	SAND	iβitʃĩ	iβitʃĩ	i β i tʃ ĩ	i β - i tʃ - ĩ - - - - - -	1913	13746	SAND	areia1	
11507	Teko	SAND	ɨwɨsiŋ	ɨwɨsiŋ	ɨ w ɨ s i ŋ	ɨ w - ɨ - s i ŋ - - - - -	1913	13746	SAND	areia1	
11904	Wayampi	SAND	ɨsi	ɨsi	ɨ s i	- - - ɨ s - i - - - - - -	1913	13746	SAND	areia1	
12480	Ka'apor	SAND	ɨwɨ	ɨwɨ	ɨ w ɨ	ɨ w - - - - ɨ - - - - - -	1913	13746	SAND	areia1	
13046	Kamajura	SAND	ʔɨtsiŋ	ʔɨtsiŋ	ʔ ɨ ts i ŋ	- ʔ - ɨ ts - i ŋ - - - - -	1913	13746	SAND	areia1	
13547	Avá Canoeiro	SAND	ukutiŋa	ukutiŋa	u k u t i ŋ a	u k - u t - i ŋ - - a - -	1913	13746	SAND	areia1	
13897	Tupinambá	SAND	ɨβɨkuʔi	ɨβɨkuʔi	ɨ β ɨ + k u ʔ i	ɨ β ɨ + k u ʔ i	1913	5132 6432	EARTH FLOUR	areia2	powder
14253	Nheengatu	SAND	iwikuí	iwikuí	i w i k uí	i w - i - k uí - - - - - -	1913	13746	SAND	areia2	
14798	Yuki	SAND	iβikitʃĩ	iβikitʃĩ	i β i k i tʃ ĩ	i β - i - k i - - tʃ ĩ - -	1913	13746	SAND	areia2	
15083	Guarayo	SAND	ɨβɨkuʔi	ɨβɨkuʔi	ɨ β ɨ + k u ʔ i	ɨ β ɨ + k u ʔ i	1913	5132 6432	EARTH FLOUR	areia2	
15414	Siriono	SAND	ɨtakɨɨʃɨ̃	ɨtakɨɨʃɨ̃	ɨ t a k ɨː ʃ ɨ̃	ɨ t - a - k ɨː ʃ - - ɨ̃ - -	1913	13746	SAND	areia2	
15677	Warazu	SAND	iwikuʔɨtsɨ	iwikuʔɨtsɨ	i w i k u ʔ ɨ ts ɨ	i w - i - k u ʔ ɨ ts ɨ - -	1913	13746	SAND	areia2	
15946	Chiriguano	SAND	ɨvɨkuĩti	ɨvɨkuĩti	ɨ v ɨ k uĩ t i	ɨ v - ɨ - k uĩ - - t i - -	1913	13746	SAND	areia2	
16384	Mbya	SAND	itakuʔi	itakuʔi	i t a k u ʔ i	i t - a - k u ʔ - - i - -	1913	13746	SAND	areia2	
16725	Guaraní	SAND	ɨβɨkuʔi	ɨβɨkuʔi	ɨ β ɨ + k u ʔ i	ɨ β ɨ + k u ʔ i	1913	5132 6432	EARTH FLOUR	areia2	
17066	Old Guaraní	SAND	ɨβɨkuʔi	ɨβɨkuʔi	ɨ β ɨ + k u ʔ i	ɨ β ɨ + k u ʔ i	1913	5132 6432	EARTH FLOUR	areia2	
17326	Ache	SAND	ɨwɨkʷi	ɨwɨkʷi	ɨ w ɨ kʷ i	ɨ w - ɨ - kʷ i - - - - - -	1913	13746	SAND	areia2	
17555	Xeta	SAND	takaroj	takaroj	t a k a r oi	t a k a r oi	1916	13749	SAND	areia	
17786	Kaiowa	SAND	ɨβɨkuʔi	ɨβɨkuʔi	ɨ β ɨ + k u ʔ i	ɨ β ɨ + k u ʔ i	1913	5132 6432	EARTH FLOUR	areia2	
18080	Tapiete	SAND	muŋkʷinti	muŋkʷinti	m u n/kʷ i n t i	- m - u n/kʷ - i n - t i - -	1913	13746	SAND	areia2	
18565	Omagua	SAND	itini	itini	i t i n i	- - - i t - i n - - i - -	1913	13746	SAND	areia	
18835	Kokama	SAND	itini	itini	i t i n i	- - - i t - i n - - i - -	1913	13746	SAND	areia	
24541	Amondawa	SAND	ɨhɨja	ɨhɨja	ɨ h ɨ j a	ɨ h ɨ j a	1913	13746	SAND		
6299	Mawe	SAY	are ʔe	are ʔe	a r e + ʔ e	a r e - + - - ʔ e	1925	13810 13811	_say SAY	dizer	
6964	Parakana	SAY	momeʔo	momeʔo	m o m e ʔ o	m o m e ʔ o	1924	13814	SAY	dizer	
7527	Surui-Aikewara	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
7818	Tapirapé	SAY	hẽ	hẽ	h ẽ	- - h ẽ	1921	13811	SAY	dizer1	
8133	Tembe	SAY	e	e	e	e	1922	13812	SAY	dizer1	
8466	Guajajara	SAY	ʔi	ʔi	ʔ i	- - ʔ i	1921	13811	SAY	dizer1	
9074	Parintintin	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
9390	Amondawa	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
9711	Tenharim	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
10126	Urueuwauwau	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
10742	Araweté	SAY	mombeú	mombeú	m o m/b eú	m o m/b eú	1923	13813	SAY	dizer	
11508	Teko	SAY	aʔe	aʔe	a ʔ e	- a ʔ e	1921	13811	SAY	dizer1	
11905	Wayampi	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
12188	Zo'e	SAY	ere / diaó / ʔe / ʔi	ere	e r e	e r e -	1925	13810	SAY	dizer11	
12189	Zo'e	SAY	ere / diaó / ʔe / ʔi	diaó	d ia ó	d ia ó	1932	13821	SAY	dizer11	
12190	Zo'e	SAY	ere / diaó / ʔe / ʔi	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer11	
12191	Zo'e	SAY	ere / diaó / ʔe / ʔi	ʔi	ʔ i	- - ʔ i	1921	13811	SAY	dizer11	
12481	Ka'apor	SAY	je	je	ie	ie	1921	13811	SAY	dizer1	
13047	Kamajura	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
13319	Asuriní Xingu	SAY	mumeʔu	mumeʔu	m u m e ʔ u	m u m e ʔ u	1924	13814	SAY	dizer	
13898	Tupinambá	SAY	ʔi / ʔe	ʔi	ʔ i	- - ʔ i	1921	13811	SAY	dizer1	
13899	Tupinambá	SAY	ʔi / ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
14254	Nheengatu	SAY	ɲeẽ	ɲeẽ	ɲ eẽ	ɲ eẽ -	1926	13815	SAY	dizer	
14799	Yuki	SAY	ju	ju	iu	iu	1891	2141	SAY	dizer	
15084	Guarayo	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
15415	Siriono	SAY	ɨ	ɨ	ɨ	ɨ	1922	13812	SAY	dizer	
16385	Mbya	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer1	
16726	Guaraní	SAY	haʔe	haʔe	h a ʔ e	h a ʔ e	1921	13811	SAY	dizer1	
17067	Old Guaraní	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY	dizer	
18081	Tapiete	SAY	iʒeta / ej / ʔĩ	iʒeta	i ʒ e t a	i ʒ e t a	1930	13819	SAY	dizer	
18082	Tapiete	SAY	iʒeta / ej / ʔĩ	ej	ei	ei	1931	13820	SAY	dizer	
18083	Tapiete	SAY	iʒeta / ej / ʔĩ	ʔĩ	ʔ ĩ	- - ʔ ĩ	1921	13811	SAY	dizer	
18566	Omagua	SAY	kumɪsa	kumɪsa	k u m ɪ s a	k u m ɪ s a	1924	13814	SAY	dizer	
19424	Asuriní Tocantins	SAY	ʔe	ʔe	ʔ e	- - ʔ e	1921	13811	SAY		
20002	Ache	SAY	naʔã / ina	naʔã	n a ʔ ã	n a ʔ ã	1921	13811	SAY		
20607	Guajá	SAY	ĩ	ĩ	ĩ	ĩ	1922	13812	SAY		
21248	Ache	SAY	naʔã / ina	ina	i n a	i n a	3331	1403	SAY		
21413	Kokama	SAY	kumitsa	kumitsa	k u m i ts a	k u m i ts a	1924	13814	SAY		
22100	Kayabi	SAY	jeʔeŋ	jeʔeŋ	ie ʔ e ŋ	ie ʔ e ŋ	1921	13811	SAY		
22631	Avá Canoeiro	SAY	e	e	e	e	1921	13811	SAY		
23890	Warazu	SAY	ʔe	ʔe	ʔ e	ʔ e	1921	13811	SAY		
26973	Chiriguano	SAY	e	e	e	e	1921	13811	SAY		
6300	Mawe	FRIGHTEN	moŋɨt	moŋɨt	m o ŋ ɨ t	- m o ŋ - - ɨ t - - -	1933	13863	SCARE	assustaramedrontar2	
6965	Parakana	FRIGHTEN	maana	maana	m aː n a	- m aː n - - a - - - -	1933	13863	SCARE	assustaramedrontar1	
7819	Tapirapé	FRIGHTEN	maana	maana	m aː n a	- m aː n - - a - - - -	1933	13863	SCARE	assustaramedrontar1	
8134	Tembe	FRIGHTEN	moŋize	moŋize	m o ŋ i z e	- m o ŋ - - i z e - -	1933	13863	SCARE	assustaramedrontar1	
8467	Guajajara	FRIGHTEN	mukuhem	mukuhem	m u k u h e m	- m u - - k u h e m -	1933	13863	SCARE	assustaramedrontar2	
9075	Parintintin	FRIGHTEN	mondji	mondji	m o n/d j i	- m o - - n/d - j i - -	1933	13863	SCARE	assustaramedrontar	
9712	Tenharim	FRIGHTEN	mondji	mondji	m o n/d j i	- m o - - n/d - j i - -	1933	13863	SCARE	assustaramedrontar	
10127	Urueuwauwau	FRIGHTEN	moŋɨhɨji	moŋɨhɨji	m o ŋ ɨ h ɨ j i	- m o ŋ ɨ h ɨ j i - -	1933	13863	SCARE	assustaramedrontar2	
10465	Kayabi	FRIGHTEN	mopirɨɨi	mopirɨɨi	m o p i r ɨː i	m o p i r ɨː - i	1934	13864	SCARE	assustaramedrontar3	
10743	Araweté	FRIGHTEN	pariri	pariri	p a r i r i	- - p a r i r i	1934	13864	SCARE	assustaramedrontar3	
11066	Guajá	FRIGHTEN	mapinihĩ	mapinihĩ	m a p i n i h ĩ	m a p i n i h ĩ	1934	13864	SCARE	assustaramedrontar3	
11509	Teko	FRIGHTEN	moji	moji	m o j i	- m o - - - - j i - -	1933	13863	SCARE	assustaramedrontar1	
11906	Wayampi	FRIGHTEN	moŋɨje	moŋɨje	m o ŋ ɨ j e	- m o ŋ - - ɨ j e - -	1933	13863	SCARE	assustaramedrontar1	
12192	Zo'e	FRIGHTEN	bodɨj	bodɨj	b o d ɨ j	- b o - - d ɨ j - - -	1933	13863	SCARE	assustaramedrontar1	
12482	Ka'apor	FRIGHTEN	mukahem	mukahem	m u k a h e m	- m u - - k a h e m -	1933	13863	SCARE	assustaramedrontar2	
12731	Anambe	FRIGHTEN	kɨdʒa	kɨdʒa	k ɨ dʒ a	- k ɨ - - dʒ a - - - -	1933	13863	SCARE	assustaramedrontar5	
13048	Kamajura	FRIGHTEN	mopimiŋ	mopimiŋ	m o p i m i ŋ	m o p i m i ŋ -	1934	13864	SCARE	assustaramedrontar3	
13548	Avá Canoeiro	FRIGHTEN	mokʷaem	mokʷaem	m o kʷ ae m	- m o - - kʷ ae - - m -	1933	13863	SCARE	assustaramedrontar2	
13900	Tupinambá	FRIGHTEN	monɨj	monɨj	m o n ɨi	m o n ɨi	1933	13863	SCARE	assustaramedrontar1	
14255	Nheengatu	FRIGHTEN	mukajemu	mukajemu	m u k a j e m u	- m u - - k a j e m u	1933	13863	SCARE	assustaramedrontar2	
14800	Yuki	FRIGHTEN	biri / jakutai	biri	b i r i	- - b i r - - i	1934	13864	SCARE	assustaramedrontar3	
15085	Guarayo	FRIGHTEN	mondii	mondii	m o n/d iː	- m o - - n/d - - iː - -	1933	13863	SCARE	assustaramedrontar1	
15416	Siriono	FRIGHTEN	mundi	mundi	m u n/d i	m u n/d i	1933	13863	SCARE	assustaramedrontar1	
15678	Warazu	FRIGHTEN	mopɨrɨ	mopɨrɨ	m o p ɨ r ɨ	m o p ɨ r - - ɨ	1934	13864	SCARE	assustaramedrontar3	
15947	Chiriguano	FRIGHTEN	mongɨje	mongɨje	m o + n g ɨ j e	m o + n g ɨ j e	1933	522 13863	CAUSATIVE SCARE	assustaramedrontar1	
16386	Mbya	FRIGHTEN	mõnɨ	mõnɨ	m õ n ɨ	- m õ n - - ɨ - - - -	1933	13863	SCARE	assustaramedrontar1	
16727	Guaraní	FRIGHTEN	mondɨi	mondɨi	m o n/d ɨi	- m o - - n/d - - ɨi - -	1933	13863	SCARE	assustaramedrontar1	
17068	Old Guaraní	FRIGHTEN	mondɨi	mondɨi	m o n/d ɨi	- m o - - n/d - - ɨi - -	1933	13863	SCARE	assustaramedrontar1	
17556	Xeta	FRIGHTEN	mandɨj	mandɨj	m a n/d ɨ j	- m a - - n/d ɨ j - - -	1933	13863	SCARE	assustaramedrontar1	
17787	Kaiowa	FRIGHTEN	mondɨi	mondɨi	m o n/d ɨi	- m o - - n/d - - ɨi - -	1933	13863	SCARE	assustaramedrontar1	
18084	Tapiete	FRIGHTEN	kɨje	kɨje	k ɨ j e	- k ɨ - - j e - - - -	1933	13863	SCARE	assustaramedrontar5	
18567	Omagua	FRIGHTEN	ɨsɨjta	ɨsɨjta	ɨ s ɨ j t a	ɨ s ɨ j - t a - - - -	1933	13863	SCARE	assustaramedrontar	
18836	Kokama	FRIGHTEN	japanata	japanata	j a p a n a t a	j a p a n a t a	1934	13864	SCARE	assustaramedrontar	
19425	Asuriní Tocantins	FRIGHTEN	mokʷahem	mokʷahem	m o kʷ a h e m	m o kʷ a h e m	1933	13863	SCARE		
23824	Yuki	FRIGHTEN	biri / jakutai	jakutai	j a + k u t ai	j a + k u t ai	3792	10055 2069	LIVER ?		
6301	Mawe	SCORPION	sapoot	sapoot	s a p oː t	- - - s a p oː - t -	1938	13907	SCORPION	escorpiao	
6966	Parakana	SCORPION	ʃawaʃɨr	ʃawaʃɨr	ʃ a w a ʃ ɨ r	ʃ a - w a ʃ ɨ r - - -	1937	13905	SCORPION	escorpiao	
7528	Surui-Aikewara	SCORPION	kɨrɨwɨroj	kɨrɨwɨroj	k ɨ r ɨ w ɨ r o j	- k ɨ r ɨ w ɨ r o j	1942	13911	SCORPION	escorpiao	
8135	Tembe	SCORPION	zawazɨr	zawazɨr	z a w a z ɨ r	z a - w a z ɨ r - - -	1937	13905	SCORPION	escorpiao	
8468	Guajajara	SCORPION	zawazɨr	zawazɨr	z a w a z ɨ r	z a - w a z ɨ r - - -	1937	13905	SCORPION	escorpiao	
8744	Apiaka	SCORPION	sawasira	sawasira	s a w a s i r a	s a - w a s i r - - a	1937	13905	SCORPION	escorpiao	
9076	Parintintin	SCORPION	jaʔgʷajɨr	jaʔgʷajɨr	j a ʔ gʷ a j ɨ r	j a ʔ gʷ a j ɨ r - - -	1937	13905	SCORPION	escorpiao	
11510	Teko	SCORPION	sipiɾi	sipiɾi	s i p i ɾ i	s i p i ɾ i	1941	13908	SCORPION	escorpiao	
11907	Wayampi	SCORPION	yawajɨ	yawajɨ	k a w a j ɨ	k a w a j ɨ	1941	13908	SCORPION	escorpiao1	
12483	Ka'apor	SCORPION	jawajɨr	jawajɨr	j a w a j ɨ r	j a - w a j ɨ r - - -	1937	13905	SCORPION	escorpiao1	
13901	Tupinambá	SCORPION	suɾaju	suɾaju	s u ɾ a j u	s u ɾ a j u	1941	13908	SCORPION	escorpiao	
14256	Nheengatu	SCORPION	jauajera / suaraju	jauajera	j a w a j e r a	j a - w a j e r - - a	1937	13905	SCORPION	escorpiao	
14257	Nheengatu	SCORPION	jauajera / suaraju	suaraju	s ua r a j u	s ua r a j u	1941	13908	SCORPION	escorpiao	
15086	Guarayo	SCORPION	mbaʔerumbɨkɨãpe	mbaʔerumbɨkɨãpe	m/b a ʔ e r u m/b ɨ k ɨã p e	m/b a ʔ e r u m/b ɨ k ɨã p e	1943	13909	SCORPION	escorpiao	
15417	Siriono	SCORPION	kirãe	kirãe	k i r ãe	- k i r ãe - - - - -	1942	13911	SCORPION	escorpiao	
16387	Mbya	SCORPION	jape (β)uʃa	jape uʃa	j a p e + u ʃ a	j a - p - - - - - - e + - u ʃ - - a -	1937	13905 13906	SCORPION _scorpion	escorpiao	
16728	Guaraní	SCORPION	japeusaroto	japeusaroto	j a p eu s a r o t o	j a - p eu s a r o t o	1937	13905	SCORPION	escorpiao	
18085	Tapiete	SCORPION	maŋkɨnampemi	maŋkɨnampemi	m a n/k ɨ n a m p e m i	m a n/k ɨ n a m p e m i	1945	13912	SCORPION	escorpiao	
19426	Asuriní Tocantins	SCORPION	 sawasɨt	 sawasɨt	s a w a s ɨ t	s a w a s ɨ t	1937	13905	SCORPION		
20860	Zo'e	SCORPION	kedoaké	kedoaké	k e d oa k é	k e d oa k é	1941	13908	SCORPION		
21227	Old Guaraní	SCORPION	japeusa	japeusa	j a p eu s a	j a p eu s a	1937	13905	SCORPION		
