cc_alias	cc_id	language	lexeme	lexeme_id	status	comments 1	comments 2	comments 3	concept
rope-N	1737	Old_Irish	tét	28271					rope
rope-Q	2074	Latin	ˈfuːnis	20483					rope
rope-Q	2074	Sardinian_C	FUNI	14059					rope
rope-V	2871	Swedish	'li:na	25760			SS	dt. Leine ← ‹Lein, Flachs›, gr. linon etc.	rope
rope-X	2874	German	za‿il	6613					rope
rope-X	2874	Gothic	in-sailjanu	20059					rope
rope-X	2874	Luxembourgish	Seel	24138					rope
rope-X	2874	Old_English	sāl	21466					rope
rope-X	2874	Old_High_German	seil	28029					rope
rope-X	2874	Old_Norse	síma	21737					rope
rope-X	2874	Schwyzerdutsch	seili	29131					rope
rope-Z	3387	Old_English	streng	21467					rope
rope-Z	3387	Old_High_German	strang	28030					rope
rope-Z	3387	Old_Norse	strengr	21738					rope
rotten-B	281	Afrikaans	ROT, VERROT, BEDERF, BEDERWE	323					rotten
rotten-B	281	Danish	ˈʁʌðən	4836					rotten
rotten-B	281	Dutch_List	və'rɔt	5036					rotten
rotten-B	281	English	'rɒtən	5235	LOAN	Norse			rotten
rotten-B	281	Faroese	ROTIN	25778					rotten
rotten-B	281	Flemish	VERROTTEN	5629					rotten
rotten-B	281	Frisian	rɔtsjə	6415					rotten
rotten-B	281	Norwegian	ROTTEN	13270					rotten
rotten-B	281	Swedish	'rɵtən	16230					rotten
rotten-D	2881	Scots_Gaelic	loibhte	24054					rotten
rotten-E	1048	Breton_ST	brɛjn	3071					rotten
rotten-E	1048	Cornish	breyn	19786					rotten
rotten-K	2075	Sardinian_C	MALU	14060					rotten
rotten-L	2162	Cornish	poder	19787	LOAN	Latin_M	rotten-o		rotten
rotten-L	2162	Cornish	podrethek	19789	LOAN	Latin_M	rotten-o		rotten
rotten-L	2162	Welsh_N	PWDR, PYDREDIG	18559	LOAN	Latin_M	rotten-o		rotten
rotten-O	2877	Catalan	puðɾit	4050			SS	rotten-O: Wurzeletymologien → Subgruppen?	rotten
rotten-O	2877	Faroese	FUGVIN	5433					rotten
rotten-O	2877	French	puʀi	5829					rotten
rotten-O	2877	German	fa‿ul	6614					rotten
rotten-O	2877	Gothic	fūls	20061					rotten
rotten-O	2877	Icelandic_ST	FUINN	8377					rotten
rotten-O	2877	Ladin	PUTIRD	9547					rotten
rotten-O	2877	Latin	putridus	20484					rotten
rotten-O	2877	Luxembourgish	faul	24268					rotten
rotten-O	2877	Old_English	fūl	21468					rotten
rotten-O	2877	Old_High_German	fūl	28032					rotten
rotten-O	2877	Old_Norse	fúna	21741					rotten
rotten-O	2877	Old_Norse	fúinn	21742					rotten
rotten-O	2877	Portuguese_ST	ˈpodɾɨ	12872					rotten
rotten-O	2877	Provencal	POURRI	13072					rotten
rotten-O	2877	Rumanian_List	putred	13469					rotten
rotten-O	2877	Spanish	poð'ɾiðo	16031					rotten
rotten-O	2877	Walloon	(TO ROT) POURI	17968					rotten
rotten-P	3174	Italian	'martʃo	8966				< marcire < lat marcēre	rotten
rotten-P	3174	Romansh	marsch	26497					rotten
round-A	2443	Danish	ʁɔn	25003	LOAN	French			round
round-A	2443	Dutch_List	rɔnt	25008	LOAN	French			round
round-A	2443	English	raʊnd	25005	LOAN	French			round
round-A	2443	French	ʀɔ̃	26153					round
round-A	2443	Friulian	taront	26292					round
round-A	2443	German	rʊnt	25009	LOAN	French			round
round-A	2443	Italian	'tondo	24998					round
round-A	2443	Latin	rotundus	20485			SS	auch > retundus (X retornare?) > aital. ritondo	round
round-A	2443	Luxembourgish	ronn	24272	LOAN	French			round
round-A	2443	Norwegian	rund	29469	LOAN	French			round
round-A	2443	Romansh	radund	26498					round
round-A	2443	Rumanian_List	rotund	25000					round
round-A	2443	Schwyzerdutsch	rund	29133	LOAN	French			round
round-A	2443	Spanish	re'ðondo	24999					round
round-A	2443	Swedish	rɵnd	25004	LOAN	French			round
round-B	2444	Breton_ST	krɛn	25001					round
round-B	2444	Cornish	krenn	19791					round
round-B	2444	Irish_B	cruind	25006					round
round-B	2444	Old_Irish	cruinn / cruind	28274					round
round-B	2444	Old_Norse	kringlóttr	21743					round
round-B	2444	Scots_Gaelic	kruɪɲ	24057					round
round-B	2444	Welsh_N	crwn	25007					round
round-C	2446	Old_English	sintrendel	25010					round
round-D	2447	Old_English	sinwealt	21469					round
round-D	2447	Old_High_German	sinwelb	28033					round
round-D	2447	Old_Norse	sívalr	21745					round
round-I	3335	Old_Norse	bo̜llóttr	21744					round
rub-B	282	Afrikaans	VRYF	324					rub
rub-B	282	Afrikaans	VRYWE	25793					rub
rub-B	282	Dutch_List	'vrɛivə(n)	5037					rub
rub-B	282	Frisian	'vrjo.uə	6416					rub
rub-B	282	German	'ra‿ibn̩	6615					rub
rub-B	282	Luxembourgish	reiwen	24210					rub
rub-B	282	Schwyzerdutsch	ribe	29134					rub
rub-F	925	Breton_ST	'frɔtã	25150	LOAN	French			rub
rub-F	925	Catalan	frə'ɣa	25423					rub
rub-F	925	French	fʀɔte	5830			SS	lat. frictare X frôler?	rub
rub-F	925	Italian	fre'gare	8967					rub
rub-F	925	Ladin	SFRUSCHER	9548			SS	Zugehörigkeit scheint mir nicht wahrscheinlich	rub
rub-F	925	Latin	fricāre	20486					rub
rub-F	925	Portuguese_ST	ɨʃfɾɨˈɡaɾ	12873					rub
rub-F	925	Provencal	FRETA	13073					rub
rub-F	925	Romansh	sfruschar	26499			SS	Zugehörigkeit scheint mir nicht wahrscheinlich	rub
rub-F	925	Rumanian_List	a freˈka	13470					rub
rub-F	925	Sardinian_C	FRIGAI	14061					rub
rub-F	925	Spanish	fɾo'taɾ	16032	LOAN	French			rub
rub-F	925	Walloon	FROTER	17969					rub
rub-G	1049	Breton_ST	'rĩmjã	3072					rub
rub-J	1325	Danish	ˈg̥ni:ðə	4837					rub
rub-J	1325	Faroese	ˈɡnʊdʒa	5434					rub
rub-J	1325	Gothic	bnauiþ	20063					rub
rub-J	1325	Icelandic_ST	NUA	8378					rub
rub-J	1325	Norwegian	GNI	13271					rub
rub-J	1325	Old_English	gnītt	21470					rub
rub-J	1325	Old_High_German	gnītit	28035					rub
rub-J	1325	Old_Norse	gnúa	21746					rub
rub-J	1325	Swedish	'gnɵga	16231					rub
rub-J	1325	Swedish	'gni:da	27255					rub
rub-L	1738	Irish_B	CUIMLIM	8771					rub
rub-L	1738	Old_Irish	con·meil	28275					rub
rub-M	2888	Welsh_N	CRAFU	25797					rub
rub-P	2886	English	rʌb	5236					rub
rub-P	2886	Old_High_German	rībit	28034			SS	warum nicht zu rub-B?	rub
rub-P	2886	Welsh_N	RHWBIO	18560	LOAN	English			rub
rub-Q	2887	Afrikaans	SKUUR	25794					rub
rub-Q	2887	Flemish	SCHUREN	5630			SS	unklar, wohl zu dt. scheuern und schüren, andere: ← afrz. escurer < *excurare ‹säubern›	rub
salt-B	283	Afrikaans	SOUT	325					salt
salt-B	283	Breton_ST	'o:lɛn	3073					salt
salt-B	283	Catalan	sal	4052					salt
salt-B	283	Cornish	hoelan	19795					salt
salt-B	283	Danish	sald̥ʰ	4838					salt
salt-B	283	Dutch_List	zɑut	5038					salt
salt-B	283	English	sɔ:lt	5237					salt
salt-B	283	Faroese	sal̬t	5435					salt
salt-B	283	Flemish	ZOUT	5631					salt
salt-B	283	French	sɛl	5831					salt
salt-B	283	Frisian	sɔ:t	6417					salt
salt-B	283	Friulian	sâl	26294					salt
salt-B	283	German	zalt͜s	6616					salt
salt-B	283	Gothic	salt	20064					salt
salt-B	283	Icelandic_ST	sal̥t	8379					salt
salt-B	283	Irish_B	SALANN	8772					salt
salt-B	283	Italian	'sale	8968					salt
salt-B	283	Ladin	SAL	9549					salt
salt-B	283	Latin	sāl	20487					salt
salt-B	283	Luxembourgish	Salz	24235					salt
salt-B	283	Norwegian	SALT	13272					salt
salt-B	283	Old_English	sealt	21471					salt
salt-B	283	Old_High_German	salz	28036					salt
salt-B	283	Old_Irish	salann	28276					salt
salt-B	283	Old_Norse	salt	21747					salt
salt-B	283	Portuguese_ST	sal	12874					salt
salt-B	283	Provencal	SAU	13074					salt
salt-B	283	Romansh	sal	26500					salt
salt-B	283	Rumanian_List	sare	13471					salt
salt-B	283	Sardinian_C	SALI	14062					salt
salt-B	283	Sardinian_N	SALE	14460					salt
salt-B	283	Schwyzerdutsch	sauz	29135					salt
salt-B	283	Scots_Gaelic	salann	24013					salt
salt-B	283	Spanish	sal	16033					salt
salt-B	283	Swedish	salt	16232					salt
salt-B	283	Walloon	SE	17970					salt
salt-B	283	Welsh_N	HALEN	18561					salt
sand-B	284	Afrikaans	SAND	326					sand
sand-B	284	Danish	san	4839					sand
sand-B	284	Dutch_List	zɑnt	5039					sand
sand-B	284	English	sænd	5238					sand
sand-B	284	Faroese	SANDUR	5436					sand
sand-B	284	Flemish	ZAND	5632					sand
sand-B	284	French	sɑbl	5832					sand
sand-B	284	Frisian	sɔ:n	6418					sand
sand-B	284	Friulian	savalon	26295					sand
sand-B	284	German	sant	6617					sand
sand-B	284	Icelandic_ST	ˈsantʏr	8380					sand
sand-B	284	Italian	'sabbja	8969					sand
sand-B	284	Ladin	SABLUN	9550					sand
sand-B	284	Luxembourgish	Sand	24237					sand
sand-B	284	Norwegian	SAND	13273					sand
sand-B	284	Old_English	sand	21472					sand
sand-B	284	Old_High_German	sant	28037					sand
sand-B	284	Old_Norse	sandr	21748					sand
sand-B	284	Provencal	ˈsaβlo	13075					sand
sand-B	284	Romansh	sablun	26501					sand
sand-B	284	Schwyzerdutsch	sang	29136					sand
sand-B	284	Swedish	sand	16233					sand
sand-B	284	Walloon	SAVION	17971					sand
sand-G	926	Italian	'rena	24929			SS	auch arena – dann prov., cat., span. arena, portug. areia (s. sand-N)	sand
sand-G	926	Latin	arēna	20488					sand
sand-H	1050	Breton_ST	trɛ:s	3074					sand
sand-H	1050	Cornish	tewes	19796					sand
sand-K	1739	Irish_B	GAINIMH	8773					sand
sand-K	1739	Old_Irish	gainem	28277					sand
sand-K	1739	Scots_Gaelic	gainmheach	24015					sand
sand-L	1874	Gothic	malma	20065					sand
sand-M	2164	Welsh_N	TYWOD	18562					sand
sand-G	2396	Portuguese_ST	ɐˈɾejɐ	12875					sand
sand-G	2396	Sardinian_C	ARENA	14063					sand
sand-G	2396	Sardinian_N	RENA	14461					sand
sand-G	2396	Spanish	a'ɾena	16034					sand
sand-O	2397	Rumanian_List	nisip	13472	LOAN	Bulgarian			sand
say-B	285	Afrikaans	SE	327					say
say-B	285	Danish	si:	4840					say
say-B	285	Dutch_List	'zɛɣə(n)	5040					say
say-B	285	English	seɪ	5239					say
say-B	285	Faroese	siga	32244					say
say-B	285	Flemish	ZEGGEN	5633					say
say-B	285	Frisian	'sɪzə, 'se:zə	6419					say
say-B	285	German	'za:gn̩	6618					say
say-B	285	Icelandic_ST	ˈseiːja	8381					say
say-B	285	Norwegian	SI	13274					say
say-B	285	Old_English	sægþ	21473					say
say-B	285	Old_High_German	sagēt	28039					say
say-B	285	Old_Norse	segir	21749					say
say-B	285	Schwyzerdutsch	säge	29137					say
say-B	285	Swedish	'sɛja	16234					say
say-F	927	Catalan	di	4054					say
say-F	927	French	diʀ	5833					say
say-F	927	Friulian	dî	26296					say
say-F	927	Italian	'dire	8970					say
say-F	927	Ladin	DIR	9551					say
say-F	927	Latin	ˈdiːkere	20489					say
say-F	927	Portuguese_ST	diˈzeɾ	12876					say
say-F	927	Provencal	DIRE	13076					say
say-F	927	Romansh	dir	26502					say
say-F	927	Rumanian_List	a ziˈtʃe	13473					say
say-F	927	Spanish	de'θiɾ	16035					say
say-F	927	Walloon	DIRE	17972					say
say-G	1051	Breton_ST	la'va:rut	3075					say
say-G	1051	Cornish	leverel	19797					say
say-N	2076	Sardinian_C	NAI	14064					say
say-N	2076	Sardinian_N	NARRERE	14462					say
say-O	2165	Welsh_N	DWEUD	18563					say
say-Q	2404	Irish_B	ˈabˠəɾʲ	26928					say
say-Q	2404	Irish_B	(a)deirim	8774					say
say-Q	2404	Old_Irish	as·beir / ·epir	28278					say
say-Q	2404	Scots_Gaelic	ab̊ɪɾʲ	23994					say
say-R	2405	Gothic	qiþiþ	20066					say
say-R	2405	Old_High_German	quidit	28038					say
say-R	2405	Old_Norse	kveðr	21750					say
say-S	2406	Cornish	cewsel	19798	LOAN	Romance			say
say-S	2406	Cornish	cows	19799	LOAN	Romance			say
scratch-B	286	Afrikaans	KRAP	328					scratch
scratch-B	286	Dutch_List	'krɑbələ(n), 'krɑbə(n)	5041					scratch
scratch-B	286	Flemish	KRABBEN	5634					scratch
scratch-C	465	Danish	ˈg̥ʰʁɑsə	4841					scratch
scratch-C	465	English	skrætʃ	5240					scratch
scratch-C	465	German	'krat͜sn̩	6619					scratch
scratch-C	465	Gothic	*krat-t-ōn	20067					scratch
scratch-C	465	Gothic	*raz-z-jan	20068					scratch
scratch-C	465	Luxembourgish	krazen	24196					scratch
scratch-D	2890	Swedish	'ri:va	25801					scratch
scratch-F	928	Portuguese_ST	COCAR	12877					scratch
scratch-H	1269	Catalan	gɾə'ta	4055	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-H	1269	French	gʀate	5834	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-H	1269	Friulian	sgrafâ	26297	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-H	1269	Italian	grat'tare	8971	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-H	1269	Ladin	SGRATTER, GRATTER	9552	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-H	1269	Provencal	GRATA	13077	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-H	1269	Romansh	sgratar	26503	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-H	1269	Sardinian_N	GRATTARE TURA	14463	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-H	1269	Walloon	GRETER	17973	LOAN	Germanic	SS	LOAN ←  germ.	scratch
scratch-I	1375	Faroese	KLORA	5437					scratch
scratch-I	1375	Icelandic_ST	ˈkʰlouːra	8382					scratch
scratch-I	1375	Norwegian	KLO	13275					scratch
scratch-I	1375	Old_Norse	klá	21751					scratch
scratch-I	1375	Swedish	'klø:sa	16235					scratch
scratch-L	2891	Portuguese_ST	ʀɐʃˈpaɾ	25804					scratch
scratch-L	2891	Spanish	ras'kaɾ	16036				< *rasicare	scratch
scratch-M	3322	Latin	scabit	20490					scratch
scratch-M	3322	Old_Norse	skefr	21752					scratch
scratch-N	1740	Irish_B	DO THOCHUR	25805					scratch
scratch-T	2889	Breton_ST	'skra:bat	3076			SS	scratch-T wohl inkonsistent: Kelt.?	scratch
scratch-T	2889	Cornish	scrivinas	19801					scratch
scratch-T	2889	Cornish	kravas	19800					scratch
scratch-T	2889	Frisian	skrab	6420					scratch
scratch-T	2889	Friulian	sgrifignâ	26677			SS	?, zu ital. (*)scrafignare? zu sgraffiare	scratch
scratch-T	2889	Irish_B	SCRIOBAIM	8775					scratch
scratch-T	2889	Old_English	scripþ	25800					scratch
scratch-T	2889	Old_Irish	scrípaid	28279					scratch
scratch-T	2889	Rumanian_List	A SCARPINA	13474			SS	scarpinare (Meyer-Lübke) ← ex-carpo (Walde-Hoffmann)	scratch
scratch-T	2889	Sardinian_C	SKRAFFI	14065					scratch
scratch-T	2889	Scots_Gaelic	sgròb	23971					scratch
scratch-T	2889	Welsh_N	CRAFU, COSI	18564					scratch
sea-B	287	Breton_ST	moːʁ	3077					sea
sea-B	287	Catalan	mar, maɾ; ma	4056					sea
sea-B	287	Cornish	mor	19803					sea
sea-B	287	French	mɛʀ	5835					sea
sea-B	287	Friulian	mâr	26298					sea
sea-B	287	German	me:ɐ̯	25596					sea
sea-B	287	Gothic	marei	20069					sea
sea-B	287	Italian	'mare	8972					sea
sea-B	287	Ladin	MER	9553					sea
sea-B	287	Latin	mare	20492					sea
sea-B	287	Luxembourgish	Mier	24234					sea
sea-B	287	Old_High_German	meri	28041					sea
sea-B	287	Old_Irish	muir	28280					sea
sea-B	287	Portuguese_ST	maɾ	12878					sea
sea-B	287	Provencal	MAR	13078					sea
sea-B	287	Romansh	mar	26504					sea
sea-B	287	Rumanian_List	ˈmare	13475					sea
sea-B	287	Sardinian_C	MARI	14066					sea
sea-B	287	Sardinian_N	MARE	14464					sea
sea-B	287	Schwyzerdutsch	meer	29139					sea
sea-B	287	Scots_Gaelic	muir	24010					sea
sea-B	287	Spanish	maɾ	16037					sea
sea-B	287	Walloon	MER	17974					sea
sea-B	287	Welsh_N	MOR	18565					sea
sea-E	2777	German	'o:t͜sea:n	25597	LOAN	Latin_M			sea
sea-G	1741	Irish_B	ˈfˠæɾˠɟɪ	8776					sea
sea-G	1741	Old_Irish	fairrge	28281					sea
sea-G	1741	Scots_Gaelic	fairge	24012					sea
sea-J	2773	Afrikaans	SEE	329					sea
sea-J	2773	Dutch_List	ze	5042					sea
sea-J	2773	English	si:	5241					sea
sea-J	2773	Faroese	ˈʃɛɡvʊr	5438					sea
sea-J	2773	Flemish	ZEE	5635					sea
sea-J	2773	Frisian	seː	6421					sea
sea-J	2773	German	ze:	6620					sea
sea-J	2773	Icelandic_ST	SAER, SJOR	8383					sea
sea-J	2773	Norwegian	SJO	13276					sea
sea-J	2773	Old_English	sǣ	21475					sea
sea-J	2773	Old_High_German	sēo	28042					sea
sea-J	2773	Old_Norse	sær sjór	21753					sea
sea-J	2773	Swedish	ɧøː	25599					sea
sea-K	2774	Danish	hɑw	4842					sea
sea-K	2774	Faroese	HAV	25598					sea
sea-K	2774	Old_Norse	haf	21754					sea
sea-K	2774	Scots_Gaelic	cuan	24011					sea
sea-K	2774	Swedish	hɑːv	16236					sea
see-B	288	Afrikaans	SIEN	330					see
see-B	288	Danish	se	4843					see
see-B	288	Dutch_List	zin	5043					see
see-B	288	English	si:	5242					see
see-B	288	Faroese	ˈsʊdʒːa	5439					see
see-B	288	Flemish	ZIEN	5636					see
see-B	288	Frisian	sjɛn	6422					see
see-B	288	German	'ze:ən	6621					see
see-B	288	Gothic	saíƕiþ	20070					see
see-B	288	Icelandic_ST	ˈsjauː	8384					see
see-B	288	Luxembourgish	gesin	24179					see
see-B	288	Norwegian	SE	13277					see
see-B	288	Old_English	siehþ	21476					see
see-B	288	Old_High_German	sihit	28043					see
see-B	288	Old_Norse	séa sjá	21755					see
see-B	288	Schwyzerdutsch	gsee	29140					see
see-B	288	Swedish	se:	16237					see
see-E	929	Catalan	ˈbɛwɾə, ˈvɛwɾə; ˈbewɾe, ˈvewɾe	4057					see
see-E	929	French	vwaʀ	5836					see
see-E	929	Friulian	viodi	26299					see
see-E	929	Italian	ve'dere	8973					see
see-E	929	Ladin	VAIR	9554					see
see-E	929	Latin	wiˈdeːre	20493					see
see-E	929	Portuguese_ST	veɾ	12879					see
see-E	929	Provencal	VEIRE	13079					see
see-E	929	Romansh	veser	26505					see
see-E	929	Rumanian_List	a veˈde̯a	13476					see
see-E	929	Sardinian_C	BIRI	14067					see
see-E	929	Sardinian_N	VIDERE	14465					see
see-E	929	Spanish	beɾ	16038					see
see-E	929	Walloon	VEY, VEYI	17975					see
see-F	1053	Breton_ST	'gwɛ:lɛt	3078					see
see-F	1053	Cornish	gweles	19804					see
see-F	1053	Welsh_N	GWELD	18566					see
see-M	2417	Irish_B	fʲɛc	26921					see
see-M	2417	Scots_Gaelic	faic	23955					see
see-R	3504	Old_Irish	ad-chí / •aicci	28282					see
seed-B	289	Afrikaans	SAAD	331			SS	seed-B → Subgruppen?	seed
seed-B	289	Breton_ST	a:t	3079					seed
seed-B	289	Cornish	hazən	19805					seed
seed-B	289	Danish	sεð	4844					seed
seed-B	289	Dutch_List	zat	5044					seed
seed-B	289	English	si:d	5243					seed
seed-B	289	Flemish	ZAED	5637					seed
seed-B	289	French	s(ə)mɑ̃s	5837					seed
seed-B	289	Frisian	si.ə(t)	6423					seed
seed-B	289	Friulian	semence	26300					seed
seed-B	289	German	za:t	6622					seed
seed-B	289	Irish_B	SIOL	8777					seed
seed-B	289	Italian	'seme	8974					seed
seed-B	289	Ladin	SEM, SEMENZA	9555					seed
seed-B	289	Latin	sēmen	20494			SS	sementis (< semen X *sētis) und *sementia, sementare	seed
seed-B	289	Luxembourgish	Som	24132					seed
seed-B	289	Old_English	sǣd	21477					seed
seed-B	289	Old_High_German	sāmo	28044					seed
seed-B	289	Old_Irish	síl	28283					seed
seed-B	289	Portuguese_ST	sɨˈmẽtɨ	12880					seed
seed-B	289	Romansh	sem, semenza	26506					seed
seed-B	289	Rumanian_List	səˈmɨnʦə	13477					seed
seed-B	289	Sardinian_C	SEMINI	14068					seed
seed-B	289	Sardinian_N	SEMENE	14466					seed
seed-B	289	Schwyzerdutsch	saame	29141					seed
seed-B	289	Scots_Gaelic	sìol	23907					seed
seed-B	289	Spanish	se'miʎa	16039					seed
seed-B	289	Swedish	sɛ:d	16238					seed
seed-B	289	Walloon	S(I)MINCE	17976					seed
seed-B	289	Welsh_N	HEDYN	18567					seed
seed-E	1270	Catalan	gɾə	4058					seed
seed-E	1270	Provencal	GRANO	13080					seed
seed-F	1376	Faroese	FRAE	5440					seed
seed-F	1376	Gothic	fraiw	20071					seed
seed-F	1376	Icelandic_ST	fraiː	8385					seed
seed-F	1376	Norwegian	FRO	13278					seed
seed-F	1376	Old_Norse	frjó	21756					seed
sew-B	290	Afrikaans	NAAIE	332					sew
sew-B	290	Dutch_List	'najə(n)	5045					sew
sew-B	290	Flemish	NAIJEN	5638					sew
sew-B	290	Frisian	NAEIJE, NIDDELJE	6424					sew
sew-B	290	German	'nɛ:ən	6623					sew
sew-B	290	Schwyzerdutsch	nääie	29142					sew
sew-F	815	Catalan	ku'zi	4059					sew
sew-F	815	Cornish	sewya	19807	LOAN	English			sew
sew-F	815	Danish	sy	4845					sew
sew-F	815	English	səʊ	5244					sew
sew-F	815	Faroese	SEYMA	5441					sew
sew-F	815	French	kudʀ	5838					sew
sew-F	815	Friulian	cusî	26301					sew
sew-F	815	Gothic	siujiþ	20072					sew
sew-F	815	Icelandic_ST	SAUMA	8386					sew
sew-F	815	Italian	ku'tʃire	8975					sew
sew-F	815	Ladin	CUSIR	9556					sew
sew-F	815	Latin	suere	20495			SS	vel con-suere > *cosere → cucire etc.	sew
sew-F	815	Norwegian	SY	13279					sew
sew-F	815	Old_English	sīwaþ	21478					sew
sew-F	815	Old_Norse	sauma	21757					sew
sew-F	815	Portuguese_ST	kuˈzeɾ	12881					sew
sew-F	815	Provencal	COURDURA	13081					sew
sew-F	815	Romansh	cuser	26507					sew
sew-F	815	Rumanian_List	a coase	13478					sew
sew-F	815	Sardinian_C	KUSIRI	14069					sew
sew-F	815	Sardinian_N	KOSIRE	14467					sew
sew-F	815	Spanish	ko'seɾ	16040					sew
sew-F	815	Swedish	sy:	16239					sew
sew-F	815	Walloon	KEUSE	17977					sew
sew-G	1054	Breton_ST	'gwriat	3080					sew
sew-G	1054	Cornish	gwrias	19806					sew
sew-G	1054	Welsh_N	GWNIO	18568					sew
sew-I	1742	Irish_B	D'FHUAGHAIL	8778					sew
sew-I	1742	Scots_Gaelic	fuaigh	23992					sew
sharp-B	291	Afrikaans	SKERP	333					sharp
sharp-B	291	Danish	sg̥ʰɑ:b̥	4846					sharp
sharp-B	291	Dutch_List	sχɛrp	5046					sharp
sharp-B	291	English	ʃɑ:p	5245					sharp
sharp-B	291	Flemish	SCHERP	5639					sharp
sharp-B	291	Frisian	skɛrp	6425					sharp
sharp-B	291	German	ʃarf	6624					sharp
sharp-B	291	Luxembourgish	schaarf	24273					sharp
sharp-B	291	Norwegian	SKARP	13280					sharp
sharp-B	291	Old_English	scearp	21479					sharp
sharp-B	291	Old_High_German	scarf	28046					sharp
sharp-B	291	Old_Norse	skarpr	21760					sharp
sharp-B	291	Schwyzerdutsch	scharf	29143					sharp
sharp-B	291	Swedish	skarp	16240					sharp
sharp-C	468	Irish_B	-AIGHE	25811					sharp
sharp-C	468	Latin	ˈaːker	27665	EXCLUDE				sharp
sharp-C	468	Latin	acūtus	20496					sharp
sharp-C	468	Portuguese_ST	ɐɡuˈsadu	26801					sharp
sharp-C	468	Portuguese_ST	ɐfiˈadu	12882	WRONG		SS	?; --> sharp-?	sharp
sharp-C	468	Rumanian_List	ascuțit	13479					sharp
sharp-C	468	Sardinian_C	AKKUCCU	14070					sharp
sharp-C	468	Spanish	afi'laðo	27246	WRONG		SS	?; --> sharp-?	sharp
sharp-C	468	Spanish	a'ɣuðo	16041					sharp
sharp-F	1055	Breton_ST	lɛm	3081					sharp
sharp-F	1055	Cornish	lymm	19808					sharp
sharp-G	1271	Catalan	TALLANT	4060			SS	sharp-G < cut-T	sharp
sharp-G	1271	Italian	taʎ'ʎɛnte	8976					sharp
sharp-G	1271	Ladin	TAGLIAINT	9557					sharp
sharp-G	1271	Provencal	TAIU	25810					sharp
sharp-G	1271	Rumanian_List	TAIOS	25809					sharp
sharp-H	1377	Faroese	ˈkvasːʊr	25808					sharp
sharp-H	1377	Gothic	*ƕass	20073					sharp
sharp-H	1377	Old_English	hwæs	21480			SS	allenfalls + han (engl. hone)	sharp
sharp-H	1377	Old_High_German	was	28047					sharp
sharp-H	1377	Old_Norse	hvass	21758					sharp
sharp-H	1377	Swedish	vas	26990					sharp
sharp-I	1400	French	tʀɑ̃ʃɑ̃	5839					sharp
sharp-I	1400	Provencal	TRANCHU	13082					sharp
sharp-K	2894	Faroese	BEITUR	5442					sharp
sharp-K	2894	Icelandic_ST	ˈpeihtʏr	8387					sharp
sharp-K	2894	Old_Norse	bitr	21759					sharp
sharp-L	1743	Irish_B	ɟeːɾˠ	25812					sharp
sharp-L	1743	Old_Irish	gér	28285					sharp
sharp-L	1743	Scots_Gaelic	geur	24058					sharp
sharp-N	2082	Sardinian_N	ARROTTATU	14468					sharp
short-B	292	Afrikaans	KORT	334	LOAN	Latin_M	SS	short-B: viele Entlehnungen aus lat. curtus, cf. DWDS; warum getrennt von short-D?	short
short-B	292	Danish	g̥ʰɒ:d̥ʰ	4847	LOAN	Latin_M			short
short-B	292	Dutch_List	kɔrt	5047	LOAN	Latin_M			short
short-B	292	Flemish	KORT	5640	LOAN	Latin_M			short
short-B	292	Frisian	ku̯at	6426	LOAN	Latin_M			short
short-B	292	German	kʊrt͜s	6625	LOAN	Latin_M			short
short-B	292	Luxembourgish	kuerz	24109	LOAN	Latin_M			short
short-B	292	Norwegian	KORT	13281	LOAN	Latin_M			short
short-B	292	Old_High_German	kurz	28048	LOAN	Latin_M	SS	DWDS: mhd. kurz, ahd. kurt	short
short-B	292	Schwyzerdutsch	churz	29144	LOAN	Latin_M			short
short-B	292	Swedish	kɔrt	16241	LOAN	Latin_M			short
short-B	292	Catalan	kuɾ	4061					short
short-B	292	English	ʃɔ:t	5246					short
short-B	292	French	kuʀ	5840					short
short-B	292	Friulian	curt	26303					short
short-B	292	Italian	'korto	8977					short
short-B	292	Ladin	CUORT	9558					short
short-B	292	Latin_M	curtus						short
short-B	292	Old_English	scort	21481					short
short-B	292	Portuguese_ST	ˈkuɾtu	12883					short
short-B	292	Romansh	curt	26509					short
short-B	292	Rumanian_List	scurt	13480					short
short-B	292	Sardinian_C	KURCU	14071					short
short-B	292	Sardinian_N	KURTHU	14469					short
short-B	292	Spanish	'koɾto	16042					short
short-B	292	Walloon	COURT	17979					short
short-F	1056	Breton_ST	bɛ:r	3082					short
short-F	1056	Cornish	berr	19809					short
short-F	1056	Old_Irish	berr	28289					short
short-F	1056	Welsh_N	BYR	18570					short
short-G	1378	Faroese	STUTTUR	5443					short
short-G	1378	Icelandic_ST	ˈstʏhtʏr	8388					short
short-G	1378	Old_Norse	stuttr	21762					short
short-J	1744	Irish_B	GEARR	8780					short
short-J	1744	Old_Irish	gerr	28287					short
